Event RA Dec t0 tE Ibl I0 Field Layer
MOA-2014-BLG-224 268.253958 -29.544806 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 59
MOA-2014-BLG-232 269.277292 -28.785139 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 116
MOA-2014-BLG-238 268.226833 -29.534889 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 58
MOA-2014-BLG-269 269.041125 -30.144778 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T032724.000000Z_01_01_01.00.fits.gz 107
MOA-2014-BLG-323 269.174542 -29.338361 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 103
MOA-2014-BLG-330 268.261917 -30.048667 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 106
MOA-2014-BLG-331 268.667125 -29.523083 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 37
MOA-2014-BLG-335 268.922417 -29.625778 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 57
MOA-2014-BLG-342 268.380333 -29.007111 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 79
MOA-2014-BLG-385 268.662792 -29.388806 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 25
MOA-2014-BLG-394 268.25175 -29.500972 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 131
MOA-2014-BLG-406 269.336042 -29.272194 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 86
MOA-2014-BLG-419 269.210125 -29.437639 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 102
MOA-2014-BLG-435 269.212792 -29.462889 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 115
MOA-2014-BLG-467 269.351 -29.60325 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 123
MOA-2014-BLG-514 268.377083 -30.033361 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 103
MOA-2014-BLG-515 269.317583 -28.920306 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 125
MOA-2014-BLG-520 267.789083 -28.840722 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T155231.000000Z_01_01_01.00.fits.gz 76
MOA-2014-BLG-534 268.148417 -29.853833 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 11
MOA-2014-BLG-539 267.791083 -28.56075 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T180446.000000Z_01_01_01.00.fits.gz 110
MOA-2014-BLG-541 267.894958 -28.792528 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 49
MOA-2014-BLG-562 268.248667 -29.793583 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 84
MOA-2015-BLG-021 269.014917 -28.905944 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 58
MOA-2015-BLG-053 269.306083 -29.362083 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 99
MOA-2015-BLG-064 269.326708 -29.902806 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T031904.000000Z_01_01_01.00.fits.gz 76
MOA-2015-BLG-066 269.4075 -29.566667 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 109
MOA-2015-BLG-081 268.07775 -29.631278 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 55
MOA-2015-BLG-095 268.455125 -29.274556 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 101
MOA-2015-BLG-145 268.190792 -29.036472 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 11
MOA-2015-BLG-185 267.892125 -28.734861 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T185702.000000Z_01_01_01.00.fits.gz 49
MOA-2015-BLG-206 268.231708 -30.39 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 70
MOA-2015-BLG-298 269.181458 -29.639778 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 132
MOA-2015-BLG-331 268.7345 -29.155639 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 3
MOA-2015-BLG-335 267.870333 -28.671833 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 37
MOA-2015-BLG-341 267.818292 -29.640417 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T153551.000000Z_01_01_01.00.fits.gz 133
MOA-2015-BLG-413 268.93275 -29.269833 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 24
MOA-2015-BLG-447 269.297833 -29.186472 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 87
MOA-2015-BLG-484 267.914292 -28.498139 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 26
MOA-2015-BLG-493 269.179 -28.544778 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 90
MOA-2015-BLG-521 269.135625 -28.577639 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 108
MOA-2015-BLG-567 267.885542 -28.662333 NULL NULL NULL NULL EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 37
MOA-2016-BLG-005 268.4307083333333 -29.50513888888889 2457419.5 1.98 18.38 NULL EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 127
MOA-2016-BLG-027 268.45912500000003 -29.821544444444445 2457425.5 12.1 21.37 NULL EUC_LE1_VIS-67070-1-C_20250324T012328.000000Z_01_01_01.00.fits.gz 92
MOA-2016-BLG-032 268.8712916666667 -30.62016388888889 2457430.5 3.62 18.58 NULL EUC_LE1_VIS-67070-1-C_20250324T014224.000000Z_01_01_01.00.fits.gz 67
MOA-2016-BLG-096 268.6385 -30.321 2457441.5 43.76 3.81 NULL EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 121
MOA-2016-BLG-118 268.3953333333333 -28.841902777777776 2457443.5 47.81 2.85 NULL EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 144
MOA-2016-BLG-126 268.1359166666667 -29.89766111111111 2457457.5 38.69 4.02 NULL EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 21
MOA-2016-BLG-129 268.8519166666667 -28.389644444444443 2457466.5 37.44 4.17 NULL EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 6
MOA-2016-BLG-136 268.013375 -29.84453333333333 2457454.5 42.82 3.46 NULL EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 7
MOA-2016-BLG-143 268.1039166666667 -29.9466 2457461.5 41.0 3.13 NULL EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 21
MOA-2016-BLG-161 269.307125 -28.867130555555555 2457479.5 38.75 3.43 NULL EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 128
MOA-2016-BLG-439 268.84233333333333 -29.978425 2457595.5 0.72 11.0 NULL EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 7
MOA-2016-BLG-517 268.87325 -29.72471388888889 2457629.5 816.36 27.69 NULL EUC_LE1_VIS-67070-1-C_20250324T041939.000000Z_01_01_01.00.fits.gz 65
MOA-2016-BLG-582 268.96537500000005 -28.837877777777777 2457858.5 1350030.79 27.83 NULL EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 48
MOA-2016-BLG-587 268.4277916666667 -29.004075 2457641.5 42.99 3.73 NULL EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 80
MOA-2016-BLG-598 269.16558333333336 -30.165141666666667 2457687.5 2.42 4.52 NULL EUC_LE1_VIS-67070-1-C_20250324T031904.000000Z_01_01_01.00.fits.gz 103
MOA-2016-BLG-618 269.02358333333336 -29.608283333333336 2465599.5 108768.7 21.03 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 58
MOA-2017-BLG-029 268.7373333333333 -28.663869444444444 2457799.5 129.9 25.95 NULL EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 26
MOA-2017-BLG-034 268.8079583333334 -28.800922222222223 2457801.5 13.33 19.6 NULL EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 41
MOA-2017-BLG-065 268.5833333333333 -28.981683333333333 2457811.5 101.34 23.73 NULL EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 73
MOA-2017-BLG-327 268.3578333333333 -28.916275 2457921.5 9.14 21.68 NULL EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 144
MOA-2017-BLG-347 268.64491666666663 -29.72402222222222 2457934.5 6.37 4.64 NULL EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 133
MOA-2017-BLG-395 269.2283333333333 -28.775341666666662 2457955.5 85.06 17.64 NULL EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 114
MOA-2018-BLG-008 268.9459166666667 -29.28529444444445 2458149.5 2.57 12.1 NULL EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 22
MOA-2018-BLG-009 267.9295 -29.50863888888889 2458152.5 72.46 20.36 NULL EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 39
MOA-2018-BLG-231 268.68274999999994 -28.62718611111111 2458310.5 59.53 17.67 NULL EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 15
MOA-2018-BLG-241 269.0074166666667 -29.665133333333333 2458311.5 1.82 18.82 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 59
MOA-2018-BLG-289 268.93191666666667 -30.67613611111112 2458334.5 10309.13 28.99 NULL EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 72
MOA-2019-BLG-014 268.963 -28.922419444444447 2458521.5 154.88 22.37 NULL EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 57
MOA-2019-BLG-036 268.02525 -29.65842222222222 2458537.5 15.84 19.79 NULL EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 65
MOA-2019-BLG-167 268.578375 -29.160075 2458591.5 0.55 18.31 NULL EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 85
MOA-2019-BLG-410 268.09275 -28.930333333333333 2458800.5 18.75 8.14 NULL EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 66
MOA-2020-BLG-002 268.31691666666666 -29.24468611111111 2458888.5 24.53 16.4 NULL EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 108
MOA-2020-BLG-009 268.97791666666666 -29.48841944444445 2458867.5 23.84 16.68 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 46
MOA-2020-BLG-010 269.18575 -28.763922222222224 2458898.5 225.53 20.43 NULL EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 115
MOA-2020-BLG-012 268.3045 -29.635775 2458891.5 78.02 18.43 NULL EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 130
MOA-2020-BLG-015 268.18933333333337 -29.27955 2458905.5 19.17 16.99 NULL EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 34
MOA-2020-BLG-023 268.8198333333333 -29.676919444444447 2458898.5 30.65 17.33 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 56
MOA-2020-BLG-024 268.4967916666667 -30.304052777777777 2458882.5 17.37 13.54 NULL EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 123
MOA-2020-BLG-055 268.194125 -30.066419444444445 2458939.5 3.43 9.66 NULL EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 34
MOA-2020-BLG-059 268.10491666666667 -29.82749722222222 2458923.5 38.62 19.82 NULL EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 12
MOA-2020-BLG-087 268.5545833333333 -29.39654722222222 2459016.5 0.61 7.59 NULL EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 111
MOA-2020-BLG-110 268.3408333333333 -28.78558611111111 2459024.5 80.36 18.91 NULL EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 132
MOA-2020-BLG-111 268.879375 -29.436575 2459021.5 16.85 20.46 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 31
MOA-2020-BLG-125 268.9331666666667 -28.84667222222222 2459032.5 2.64 19.71 NULL EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 54
MOA-2020-BLG-183 268.4319583333333 -30.19755 2459056.5 14.92 19.31 NULL EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 114
MOA-2020-BLG-200 268.1012083333334 -29.62373333333333 2459069.5 4.31 19.31 NULL EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 55
MOA-2020-BLG-210 267.9870833333334 -30.42385833333333 2459072.5 9.15 20.08 NULL EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 65
MOA-2020-BLG-213 268.21908333333334 -29.828422222222223 2459072.5 21.18 20.95 NULL EUC_LE1_VIS-67070-1-C_20250324T002328.000000Z_01_01_01.00.fits.gz 83
MOA-2020-BLG-218 268.40341666666666 -29.73680555555556 2459076.5 14.23 19.55 NULL EUC_LE1_VIS-67070-1-C_20250324T000508.000000Z_01_01_01.00.fits.gz 80
MOA-2020-BLG-220 268.67937499999994 -29.052341666666667 2459076.5 11.72 19.91 NULL EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 61
MOA-2020-BLG-228 267.91670833333336 -29.108061111111112 2459078.5 12415.81 27.2 NULL EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 3
MOA-2020-BLG-235 269.0915 -28.81531388888889 2459083.5 14.03 21.09 NULL EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 118
MOA-2020-BLG-240 268.905375 -29.507294444444444 2459094.5 72.63 20.02 NULL EUC_LE1_VIS-67070-1-C_20250324T041939.000000Z_01_01_01.00.fits.gz 43
MOA-2020-BLG-244 268.5485 -30.320425 2459095.5 8.12 18.3 NULL EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 123
MOA-2020-BLG-245 268.306375 -30.31813888888889 2459095.5 92.21 22.82 NULL EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 132
MOA-2020-BLG-252 268.685375 -30.235544444444447 2459116.5 12.94 13.93 NULL EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 26
MOA-2020-BLG-254 268.53320833333333 -29.02122777777777 2459099.5 3539.92 27.93 NULL EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 74
MOA-2020-BLG-258 269.15958333333333 -29.2815 2459105.5 58.1 20.48 NULL EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 91
MOA-2020-BLG-265 268.46591666666666 -28.882708333333333 2459116.5 38.18 18.05 NULL EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 138
MOA-2020-BLG-271 269.01441666666665 -29.10156111111112 2459112.5 11.18 17.91 NULL EUC_LE1_VIS-67070-1-C_20250324T041939.000000Z_01_01_01.00.fits.gz 11
MOA-2020-BLG-272 269.2992083333333 -29.47741111111111 2459111.5 14609.17 28.96 NULL EUC_LE1_VIS-67070-1-C_20250324T060439.000000Z_01_01_01.00.fits.gz 113
MOA-2020-BLG-280 269.1262916666667 -29.87983611111111 2459132.5 111.54 20.43 NULL EUC_LE1_VIS-67070-1-C_20250324T032724.000000Z_01_01_01.00.fits.gz 84
MOA-2020-BLG-285 269.30558333333335 -29.557 2459137.5 157.15 22.92 NULL EUC_LE1_VIS-67070-1-C_20250324T060439.000000Z_01_01_01.00.fits.gz 128
MOA-2021-BLG-093 268.68887499999994 -30.536875 2459326.5 70.7 8.59 NULL EUC_LE1_VIS-67070-1-C_20250324T015904.000000Z_01_01_01.00.fits.gz 61
MOA-2021-BLG-186 269.1215833333333 -29.21319722222222 2459376.5 0.0 10.03 NULL EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 81
MOA-2021-BLG-225 267.80233333333337 -30.16370555555556 2459408.5 0.67 4.6 NULL EUC_LE1_VIS-67070-1-C_20250323T132336.000000Z_01_01_01.00.fits.gz 124
MOA-2021-BLG-284 267.87554166666666 -30.407769444444444 2459422.5 9.44 23.84 NULL EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 52
MOA-2021-BLG-451 269.26370833333334 -29.131486111111112 2459508.5 37151.33 30.14 NULL EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 75
MOA-2021-BLG-454 269.26329166666665 -29.131452777777778 2459508.5 45717.85 30.61 NULL EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 75
MOA-2022-BLG-029 268.84450000000004 -28.997922222222225 2459630.5 202.43 20.88 NULL EUC_LE1_VIS-67070-1-C_20250324T063154.000000Z_01_01_01.00.fits.gz 65
MOA-2022-BLG-070 268.55654166666665 -28.99465555555556 2459639.5 2.21 6.81 NULL EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 76
MOA-2022-BLG-104 268.6411666666666 -28.82785277777777 2459661.5 224.71 24.6 NULL EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 121
MOA-2022-BLG-241 268.4169166666666 -30.347183333333334 2459711.5 9.98 22.23 NULL EUC_LE1_VIS-67070-1-C_20250324T001328.000000Z_01_01_01.00.fits.gz 139
MOA-2022-BLG-260 268.8949583333333 -29.28314444444444 2459723.5 10.44 23.27 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 24
MOA-2022-BLG-315 268.92033333333336 -29.93047777777777 2459750.5 5347.79 29.03 NULL EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 10
MOA-2022-BLG-369 268.8534166666667 -29.36303611111112 2459766.5 10.32 23.11 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 30
MOA-2022-BLG-506 267.9207083333333 -30.269866666666665 2459836.5 3.82 19.6 NULL EUC_LE1_VIS-67070-1-C_20250324T012328.000000Z_01_01_01.00.fits.gz 50
MOA-2023-BLG-166 268.0504583333333 -28.438216666666666 2460064.5 0.33 19.08 NULL EUC_LE1_VIS-67070-1-C_20250323T184842.000000Z_01_01_01.00.fits.gz 19
MOA-2023-BLG-193 267.8317083333334 -29.324991666666666 2460100.5 4.19 7.82 NULL EUC_LE1_VIS-67070-1-C_20250323T154411.000000Z_01_01_01.00.fits.gz 109
KMT-2015-BLG-0001 268.6825833333333 -30.51286111111111 7071.9 9.99 19.33 NULL EUC_LE1_VIS-67070-1-C_20250324T015904.000000Z_01_01_01.00.fits.gz 61
KMT-2015-BLG-0024 268.1959166666667 -30.249111111111112 7161.8 9.99 18.47 NULL EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 47
KMT-2015-BLG-0078 269.2547083333333 -30.23930555555556 7269.1 1.0 20.23 NULL EUC_LE1_VIS-67070-1-C_20250324T033544.000000Z_01_01_01.00.fits.gz 116
KMT-2015-BLG-0095 268.84141666666665 -30.18288888888889 7213.4 3.16 20.07 NULL EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 30
KMT-2015-BLG-0180 268.3772916666667 -28.23527777777777 7301.6 9.99 16.2 NULL EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 78
KMT-2015-BLG-0188 267.911875 -28.263944444444444 7140.5 7.49 19.03 NULL EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 2
KMT-2015-BLG-0191 267.6837083333333 -28.944777777777777 7272.6 31.57 17.74 NULL EUC_LE1_VIS-67070-1-C_20250323T160051.000000Z_01_01_01.00.fits.gz 92
KMT-2015-BLG-0192 267.60504166666664 -28.475916666666667 7134.6 13.32 18.4 NULL EUC_LE1_VIS-67070-1-C_20250323T175626.000000Z_01_01_01.00.fits.gz 102
KMT-2015-BLG-0223 269.30179166666665 -28.29213888888889 7214.5 13.32 20.27 NULL EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 75
KMT-2015-BLG-0233 269.08929166666667 -28.550666666666668 7299.8 2.37 19.14 NULL EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 107
KMT-2015-BLG-0277 269.4287083333333 -29.78913888888889 7102.5 4.21 18.22 NULL EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 136
KMT-2015-BLG-0279 269.4151666666666 -29.46161111111111 7290.1 5.62 20.25 NULL EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 112
KMT-2015-BLG-0281 269.3908333333333 -29.80783333333333 7096.9 4.21 18.45 NULL EUC_LE1_VIS-67070-1-C_20250324T033544.000000Z_01_01_01.00.fits.gz 76
KMT-2015-BLG-0283 269.37058333333334 -29.570916666666665 7266.0 23.68 17.92 NULL EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 109
KMT-2015-BLG-0289 269.29604166666667 -29.899194444444444 7245.6 13.32 19.75 NULL EUC_LE1_VIS-67070-1-C_20250324T031904.000000Z_01_01_01.00.fits.gz 75
KMT-2015-BLG-0293 269.302625 -29.67463888888889 7207.7 5.62 20.05 NULL EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 125
KMT-2015-BLG-0294 269.3025833333333 -29.51672222222222 7128.0 7.49 20.28 NULL EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 111
KMT-2015-BLG-0297 269.2380833333333 -29.751277777777776 7289.7 23.68 19.67 NULL EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 139
KMT-2015-BLG-0301 269.1822916666667 -29.988833333333336 7153.1 4.21 20.6 NULL EUC_LE1_VIS-67070-1-C_20250324T032724.000000Z_01_01_01.00.fits.gz 91
KMT-2015-BLG-0305 269.1849583333333 -29.51380555555556 7080.6 7.49 19.19 NULL EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 115
KMT-2015-BLG-0308 269.12204166666663 -29.780277777777776 7125.2 5.62 19.49 NULL EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 143
KMT-2015-BLG-0312 269.07104166666664 -30.068638888888888 7179.2 23.68 19.87 NULL EUC_LE1_VIS-67070-1-C_20250324T034404.000000Z_01_01_01.00.fits.gz 107
KMT-2015-BLG-0316 269.04508333333337 -29.46613888888889 7115.6 7.49 19.13 NULL EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 106
KMT-2015-BLG-0317 269.00966666666665 -30.046666666666667 7150.3 4.21 19.3 NULL EUC_LE1_VIS-67070-1-C_20250324T024404.000000Z_01_01_01.00.fits.gz 95
KMT-2015-BLG-0319 268.997875 -29.919472222222225 7225.6 17.76 17.66 NULL EUC_LE1_VIS-67070-1-C_20250324T024404.000000Z_01_01_01.00.fits.gz 83
KMT-2015-BLG-0320 268.997875 -29.919472222222225 7221.7 9.99 17.66 NULL EUC_LE1_VIS-67070-1-C_20250324T024404.000000Z_01_01_01.00.fits.gz 83
KMT-2015-BLG-0321 269.0162916666667 -29.786472222222223 7147.0 3.16 19.58 NULL EUC_LE1_VIS-67070-1-C_20250324T040259.000000Z_01_01_01.00.fits.gz 70
KMT-2015-BLG-0323 268.974875 -30.02252777777778 7169.1 3.16 18.95 NULL EUC_LE1_VIS-67070-1-C_20250324T014224.000000Z_01_01_01.00.fits.gz 22
KMT-2015-BLG-0332 268.9166666666667 -29.51952777777778 7227.1 2.37 18.04 NULL EUC_LE1_VIS-67070-1-C_20250324T041939.000000Z_01_01_01.00.fits.gz 43
KMT-2015-BLG-0337 268.88620833333334 -29.29261111111112 7223.3 4.21 20.28 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 24
KMT-2015-BLG-0338 268.86845833333336 -29.791666666666668 7296.5 0.75 18.82 NULL EUC_LE1_VIS-67070-1-C_20250324T040259.000000Z_01_01_01.00.fits.gz 66
KMT-2015-BLG-0344 268.8242916666667 -29.229527777777776 7213.4 3.16 19.38 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 18
KMT-2015-BLG-0352 268.7696666666667 -29.35230555555556 7200.0 7.49 17.84 NULL EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 20
KMT-2015-BLG-0354 268.67633333333333 -29.64413888888889 7204.0 0.75 19.03 NULL EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 49
